sentence,hypothesis,features,contradiction
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.28') add middlebox('ips'), middlebox('copyright monitoring'), middlebox('overuse notification')","define intent hypIntent: for group('students') remove middlebox('load balancer'), middlebox('ips')","[3, 1, 1440.0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 2.9902874050719315, 5]",1
define intent stnIntent: for group('dorms') allow service('CounterStrike') traffic('voip'),"define intent hypIntent: for group('student residence') block traffic('streaming'), traffic('social media')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 2, 0.8676518419595649, 3, 0, 0, 0, 0]",0
"define intent stnIntent: for group('guests') add middlebox('overuse notification'), middlebox('dpi') start hour('08:20') end hour('17:40')","define intent hypIntent: for group('guests') remove middlebox('dpi'), middlebox('unit firewall'), middlebox('traffics monitor')","[5, 1, 561.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 3.796977053326465, 5]",1
"define intent stnIntent: for group('students') add middlebox('overuse notification'), middlebox('parental control')","define intent hypIntent: for group('students') add middlebox('ips'), middlebox('ids'), middlebox('load balancer')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2.0989704920919374, 5]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.89'),"[5, 1, 1440.0, 0, 0, 1, 0, 3.042613161522864, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') set quota('upload', '2', 'gb/wk')","define intent hypIntent: for group('student') set quota('download', '6', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('students') add middlebox('firewall'), middlebox('load balancer') start hour('10:30') end hour('15:00')","define intent hypIntent: for group('students') remove middlebox('parental control'), middlebox('load balancer')","[5, 1, 271.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2.5061622224173083, 4]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') unset bandwidth('min', '60', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.7') unset quota('download', '7', 'gb/wk')","[3, 1, 1440.0, 0, 0, 0, 0, 2.98917534574442, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('dorms') allow traffic('H323 video conferencing') protocol('smtp'),"define intent hypIntent: for group('dorms') block protocol('smtp'), protocol('https')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1.529062331576452, 3, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') allow service('stremio') protocol('nat') start hour('03:40') end hour('13:20'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') block traffic('peer2peer') protocol('IMAP') start hour('16:00') end hour('18:20'),"[2, 1, 0, 1, 0, 0, 1, 4.0, 4, 0, 1, 0, 0, 0, 1, 0.5689278792577528, 2, 0, 0]",0
"define intent stnIntent: for group('students') set bandwidth('max', '40', 'mbps') start hour('11:10') end hour('16:30')","define intent hypIntent: for group('students') set bandwidth('max', '70', 'mbps') start hour('08:00') end hour('16:20')","[5, 0, 311.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') allow service('MSN audio'), service('listserver') start hour('02:00') end hour('14:30')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.33') allow traffic('file sharing') protocol('udp') start hour('14:40') end hour('15:40'),"[3, 1, 0, 0, 0, 0, 0, 3.269556345090515, 4, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0]",0
"define intent stnIntent: for group('dorms') set bandwidth('min', '30', 'mbps')","define intent hypIntent: for group('residence hall') set bandwidth('max', '80', 'mbps')","[5, 0, 1440.0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') remove middlebox('ids') start hour('03:10') end hour('12:20'),define intent hypIntent: for group('guests') add middlebox('traffics monitor') start hour('14:40') end hour('15:20'),"[3, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0.5043953052451581, 2]",0
define intent stnIntent: for group('students') allow service('popcorn time') traffic('H323 video conferencing') start hour('12:10') end hour('18:30'),define intent hypIntent: for group('students') block protocol('tcp') start hour('09:30') end hour('18:40'),"[5, 1, 381.0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0, 1, 0, 1, 0, 0]",1
"define intent stnIntent: for group('students') add middlebox('ids'), middlebox('dpi')",define intent stnIntent: for group('guests') allow service('Net2Phone') traffic('peer2peer'),"[2, 1, 1440.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 2]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set quota('any', '7', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set quota('upload', '4', 'gb/wk')","[3, 0, 1440.0, 0, 0, 0, 0, 3.51464949881739, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') allow service('email'), service('popcorn time')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.76') allow service('Sorenson Videophone 200') traffic('streaming'),"[5, 1, 1440.0, 0, 0, 1, 0, 3.2329413735728156, 4, 0.40150812007253145, 3, 0, 0, 0, 1, 0, 0, 0, 0]",0
"define intent stnIntent: for group('students') allow protocol('scp'), protocol('secure POP') start hour('11:00') end hour('16:40')",define intent hypIntent: for group('students') block protocol('scp') start hour('08:40') end hour('16:00'),"[5, 1, 301.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1.5104937830978833, 3, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.48') unset quota('download', '5', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set bandwidth('max', '10', 'mbps')","[3, 1, 1440.0, 1, 0, 1, 0, 3.2290285239042635, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') add middlebox('ips'), middlebox('ids')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.33') remove middlebox('network border system'), middlebox('firewall'), middlebox('ids')","[5, 1, 1440.0, 1, 0, 1, 0, 3.260453318887426, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.5097176154837446, 5]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set quota('upload', '2', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.16') set bandwidth('max', '10', 'mbps')","[3, 1, 1440.0, 0, 0, 1, 0, 3.0041342579291213, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') set quota('upload', '7', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.7') set quota('any', '3', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 3.3141634362852543, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.87') set bandwidth('min', '30', 'mbps')","define intent hypIntent: for group('guests') set quota('any', '9', 'gb/wk')","[3, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.74') set bandwidth('max', '50', 'mbps')","define intent hypIntent: for group('guests') set bandwidth('max', '70', 'mbps')","[3, 0, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') block service('irc') traffic('social media') start hour('06:20') end hour('09:00'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') block service('popcorn time') traffic('email') start hour('16:00') end hour('17:00'),"[2, 1, 0, 0, 0, 0, 0, 4.0, 4, 0.29727456306470434, 2, 0, 0, 0.31390238747915306, 2, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.70') allow traffic('any'), traffic('social media')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.51') block traffic('any') protocol('snmp'),"[4, 1, 1440.0, 1, 1, 1, 1, 3.146828647209446, 4, 0, 0, 0, 0, 1.1043412529290388, 3, 0, 1, 0, 0]",1
define intent stnIntent: for group('students') block service('Net2Phone') protocol('IMAP'),define intent hypIntent: for group('student') block traffic('voip') protocol('scp'),"[5, 1, 1440.0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0.336660101887, 2, 0, 0]",0
"define intent stnIntent: for group('students') set bandwidth('max', '50', 'mbps')","define intent hypIntent: for group('pupil') set bandwidth('max', '10', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') add middlebox('parental control'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') remove middlebox('load balancer'), middlebox('firewall')","[5, 1, 1440.0, 1, 0, 0, 0, 3.5300788950948148, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.0590852117336707, 3]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.33') add middlebox('dpi'), middlebox('overuse notification')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.10') remove middlebox('overuse notification'), middlebox('network border system'), middlebox('load balancer')","[3, 1, 1440.0, 1, 0, 0, 0, 2.989578346457181, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3.8021315321080817, 5]",1
"define intent stnIntent: for group('dorms') add middlebox('parental control'), middlebox('ids') start hour('06:00') end hour('12:40')","define intent hypIntent: for group('dorms') remove middlebox('firewall'), middlebox('ids'), middlebox('copyright monitoring') start hour('16:20') end hour('18:40')","[5, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2.853734760598525, 5]",0
"define intent stnIntent: for group('students') set quota('download', '8', 'gb/wk')","define intent hypIntent: for group('students') set quota('any', '4', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') unset quota('any', '5', 'gb/wk')","define intent hypIntent: for group('students') unset quota('any', '6', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') set bandwidth('max', '60', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.40') set bandwidth('max', '60', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 3.021993862271049, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.69') unset bandwidth('min', '10', 'mbps')","define intent hypIntent: for group('guests') unset quota('download', '4', 'gb/wk')","[4, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') allow traffic('peer2peer'), traffic('file sharing')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') block traffic('video conference') protocol('scp'),"[3, 1, 1440.0, 1, 0, 1, 1, 3.0860683831188007, 4, 0, 0, 0, 0, 1.1168199841294184, 3, 0, 1, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63') allow service('file transfer') traffic('peer2peer'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.67') allow traffic('streaming'), traffic('peer2peer')","[5, 1, 1440.0, 0, 0, 1, 0, 2.573173682079906, 4, 0, 1, 0, 0, 1.4855904475742499, 3, 0, 0, 0, 0]",0
"define intent stnIntent: for group('students') allow traffic('streaming'), traffic('peer2peer')","define intent hypIntent: for group('students') block traffic('streaming'), traffic('file sharing')","[5, 1, 1440.0, 1, 3, 1, 0, 0, 0, 0, 0, 1, 2, 2.336765218762899, 4, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') add middlebox('ids'), middlebox('load balancer')",define intent hypIntent: for group('hall') remove middlebox('traffics monitor'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1.0295150815249157, 3]",0
"define intent stnIntent: for group('students') set quota('upload', '3', 'gb/wk') start hour('12:30') end hour('18:00')","define intent hypIntent: for group('students') set quota('upload', '7', 'gb/wk') start hour('12:00') end hour('18:40')","[5, 0, 331.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') set quota('download', '8', 'gb/wk')","define intent hypIntent: for group('guests') set quota('any', '4', 'gb/wk')","[3, 0, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('guests') set quota('any', '5', 'gb/wk')","define intent hypIntent: for group('non registered users') set quota('any', '9', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') set bandwidth('min', '50', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') unset quota('upload', '1', 'gb/wk')","[3, 1, 1440.0, 1, 0, 0, 0, 3.327823164852079, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') set bandwidth('max', '40', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.61') set bandwidth('min', '40', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 2.9130167384882286, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('guests') add middlebox('overuse notification'),define intent stnIntent: for group('dorms') allow service('instagram') traffic('streaming'),"[2, 1, 1440.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 1]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set quota('download', '8', 'gb/wk')","define intent hypIntent: for group('dorms') set quota('download', '3', 'gb/wk')","[3, 0, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') add middlebox('copyright monitoring'), middlebox('load balancer')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') allow service('Sony Playstation 2'), service('PC Telephone')","[2, 1, 1440.0, 0, 0, 1, 0, 3.5146494988173895, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2]",0
"define intent stnIntent: for group('dorms') set quota('download', '1', 'gb/wk') start hour('11:40') end hour('17:10')","define intent hypIntent: for group('dorms') set quota('download', '6', 'gb/wk')","[5, 0, 331.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') remove middlebox('overuse notification'), middlebox('unit firewall'), middlebox('parental control')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') add middlebox('ips'), middlebox('traffics monitor')","[3, 1, 1440.0, 1, 0, 0, 0, 3.081172341631688, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.1208053006706282, 5]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') set quota('any', '8', 'gb/wk')","define intent hypIntent: for group('students') set quota('any', '1', 'gb/wk')","[4, 0, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') unset quota('download', '4', 'gb/wk')","define intent hypIntent: for group('dorms') unset quota('upload', '7', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') add middlebox('load balancer'), middlebox('parental control')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.20') remove middlebox('ids'), middlebox('load balancer'), middlebox('copyright monitoring')","[3, 1, 1440.0, 1, 0, 0, 0, 2.762383087888028, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3.4479194989784197, 5]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') block traffic('peer2peer'), traffic('any') start hour('06:00') end hour('13:40')",define intent hypIntent: for group('students') block traffic('H323 video conferencing') protocol('dns') start hour('15:10') end hour('17:40'),"[3, 1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 1, 0.6156512762379909, 3, 0, 1, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') add middlebox('ips'), middlebox('ids')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.9') remove middlebox('network border system'), middlebox('ids')","[5, 1, 1440.0, 1, 0, 1, 0, 2.9407028767072405, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.9498020967907235, 4]",1
"define intent stnIntent: for group('students') set quota('upload', '8', 'gb/wk') start hour('02:10') end hour('13:10')","define intent hypIntent: for group('students') unset bandwidth('max', '20', 'mbps') start hour('14:10') end hour('15:30')","[5, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') set bandwidth('min', '60', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.70') set bandwidth('max', '50', 'mbps')","[3, 0, 1440.0, 0, 0, 0, 0, 3.2180202131013114, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('students') block service('instagram') traffic('file sharing') add middlebox('firewall'),define intent hypIntent: for group('students') allow traffic('H323 video conferencing') protocol('http'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 2, 0.606856730051885, 2, 0, 1, 0, 1]",0
"define intent stnIntent: for group('guests') allow service('email'), service('NETBIOS')","define intent hypIntent: for group('guests') block protocol('quic'), protocol('secure POP')","[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 2, 1, 2, 0, 0, 0, 2, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') block traffic('file sharing'), traffic('social media') add middlebox('firewall')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.74') allow traffic('streaming'), traffic('video conference') add middlebox('firewall')","[4, 1, 1440.0, 1, 0, 1, 0, 3.167652300004635, 4, 0, 0, 0, 0, 2.47542872847714, 4, 0, 0, 1.0, 2]",0
